x1,x2,y
-2.28842603400737,-2.20765046270573,-1
-3.63321301496783,-2.87461542987692,-1
-2.43682533554985,-2.67724502875197,-1
-2.3390133141684,-3.44558320945259,-1
-4.65805085732545,-2.23315606553862,-1
-1.97183202298208,-4.40350302182772,-1
-1.87204638598541,-4.17604677961141,-1
-4.28015460342218,-2.4884035308152,-1
-1.87113177259043,-1.68323473622171,-1
-3.46413452716498,-0.607087052904435,-1
-3.31576020953137,-3.0677694084924,-1
-2.07570685316505,-3.20378506645272,-1
-2.92285527601422,-1.00356554783031,-1
-1.96007639488812,-1.45678220565899,-1
-2.25811379326182,-4.22833762626182,-1
-1.74445514171048,-0.355512007775215,-1
-2.04908103354382,-2.24298629172563,-1
-3.48136560727329,-1.94465480784707,-1
-2.79711822203016,-2.04205510469419,-1
-3.03173974383773,-2.16612094235735,-1
-4.19558030033457,-3.16927557001864,-1
-2.37631876315157,-3.40443364307844,-1
-3.91480448366691,-2.70439842629709,-1
-2.7512419922919,-3.23187450723486,-1
-4.06262279318038,-3.44807823162639,-1
-3.36398224719576,-2.97768920342761,-1
-4.20699485337827,-2.95553270276387,-1
-1.57078721861023,-2.51927883470936,-1
-2.36656410901717,-2.36438014483043,-1
-4.99681561765642,-5.0007423930765,-1
-3.68183217309621,-3.69065550376296,-1
-3.4600554793107,-3.13064518930652,-1
-3.98306919414776,-3.34425178302364,-1
-2.50466828711166,-3.05241282396513,-1
-2.27418249976747,-2.90387607945088,-1
-2.33270126810708,-2.73359294676787,-1
-2.04521356353341,-2.44520652472126,-1
-4.67533217929194,-1.76455412145149,-1
-4.20518539249191,-2.71486661869311,-1
-4.96325248922053,-3.45879292777288,-1
-1.52924769018603,-2.37652197813763,-1
-2.6275276614494,-3.72399509164038,-1
-1.93412066596232,-1.38058129651428,-1
-2.46935013164268,-3.61667341021694,-1
-2.89801655411587,-2.61545894255312,-1
-1.66221753421352,-0.885478687199552,-1
-2.91276523150887,-4.02856736628788,-1
-0.391104207400449,-0.886787965667858,1
-0.249867484595563,1.27114600133104,1
1.15510474589615,-1.60508544127984,1
-0.864727239830997,1.12227338293318,1
-0.866678342368315,2.15843864176903,1
-2.32101703034786,0.428246613022636,1
0.608830168917854,1.2011786904597,1
1.15000604820099,1.03169011615184,1
-1.19959767173686,0.65387425271026,1
-1.58000075454988,2.01208177317955,1
0.653166193642188,1.09462984183357,1
-0.549408485122971,0.726409354081993,1
0.521054525312535,-1.39965713658319,1
-0.699403066409499,-1.2877951632908,1
-0.438909314792203,-0.968415477525956,1
-0.677319296116693,-1.7366857577184,1
0.95914119477535,0.831697358073543,1
-1.4681733294624,-0.758953108565061,1
0.18376389266813,2.15507700106696,1
-1.4351471826518,-0.423258880235017,1
-1.13739989812347,-0.0056499366752973,1
-0.414645326877995,0.400361728611523,1
0.143934288151356,-0.365677802043687,1
1.06202433069828,-0.429143835225301,1
-0.570793902735398,0.244697126797303,1
1.27718137641215,2.21977624873515,1
0.22828932054008,0.314269807914075,1
-0.308813064502744,-0.563785074516318,1
0.959829130595579,-1.48569615831883,1
0.548822374812083,0.415298593093812,1
0.42551309377198,-0.528063682678589,1
0.64350003512817,-0.350470617450974,1
-1.36030614350351,0.730621937296222,1
-0.198506106403194,-0.556624165079817,1
0.619302676875377,-1.44976053616599,1
2.06820960503683,-1.05199642811248,1
-0.30528475419725,-0.682838618785053,1
0.281245612229858,-0.612941178575923,1
0.6913173367059,1.89078003505454,1
0.0463614381433206,-0.145410533594199,1
0.113029361625959,-0.639423720588603,1
0.995331874289131,-0.411176045221688,1
-0.681151361321648,0.342791878432067,1
-1.27705724668769,-1.13324675462843,1
-1.46869774983108,0.0660703025191778,1
-0.313474066535868,0.037999765963958,1
-1.70365949266331,0.921064747544448,1
-1.35051465613771,2.13496563845849,1
-1.10209367720916,-0.599826931556193,1
-1.09954301452935,1.24444645863646,1
